id,full_lyrics,emotion,label
240,bagiku kamulah duniaku. semua aku berikan hanya untukmu. aku menyayangimu. apa kau tidak sayang aku. kau tidak pernah menyadari itu. cinta ini aku beri hanya untukmu. tapi semudah itu. kau tinggalkan semua melukaiku. kau tutup kisah cinta kita. saat aku sedang sayang sayangnya. apa ada dia yang lain. yang beri semua yang aku tidak punya. kau tepikan kisah cinta kita. saat aku sedang sayang sayangnya. kini aku tidak bisa memaksa. tapi aku harus bilang hatiku terluka. kau tidak pernah menyadari itu menyadari itu . cinta ini aku beri hanya untukmu. tapi semudah itu. kau tinggalkan semua dan lukaiku. kau tutup kisah cinta kita. saat aku sedang sayang sayangnya. apa ada dia yang lain. yang beri semua yang aku tidak punya. kau tepikan kisah cinta kita. saat aku sedang sayang sayangnya. kini aku tidak bisa memaksa. tapi aku harus bilang hatiku terluka. kau tutup kisah cinta kita. saat aku sedang sayang sayangnya. apa ada dia yang lain. yang beri semua yang aku tidak punya. kau tepikan kisah cinta kita. saat aku sedang sayang sayangnya. kini aku tidak bisa memaksa. tapi aku harus bilang hatiku terluka. kau putuskan kisah cinta kita,sedih,1
241,"kau pernah janji tak menyakiti. tapi berulang kali kau lukai hati. janji tak ditepati seakan kau pernah peduli. kita tak sama, tak lagi sama. ooh. jangan pernah lagi singgah. jika tak punya sungguh-sungguh. jangan menyakiti. jika tak mengobati. jangan pernah datang lagi. jika hanya berujung pergi. tak perlu lagi perbaiki. kau datang hanya untuk pergi. janji tak ditepati seakan kau pernah peduli. kita tak sama, tak lagi sama. ooh-ooh. jangan pernah lagi singgah. jika tak punya sungguh-sungguh. jangan menyakiti. jika tak mengobati. kau takkan mengobati. ooh-ooh-ooh-ooh. jangan menyakiti. jika tak mengobati. jangan pernah datang lagi. jika hanya berujung pergi. tak perlu lagi perbaiki. kau datang hanya untuk pergi. jangan menyakiti. jika tak mengobati . jangan pernah datang lagi. jika hanya berujung pergi . tak perlu lagi perbaiki. kau datang hanya untuk pergi. kau datang hanya untuk pergi.",marah,2
242,disudut kota ini melangkah sepi. dihantui mimpi abadi. tangis dan airmata dipinggir jalan. kapankah ini kan berakhir. pemabuk dipelukan pelacur jalanan. bermahkotakan duri tajam. tutup matamu kawan besarkan hati. surga dan neraka menanti. aku bukan pahlawan berparas tampan. sayap-sayap pupus terbakar. salah benar semua pernah kulakukan. angkat gelas kita bersulang! pertarungan abadi setan malaikat. luluh lantak darah mewangi. berhamburan sejuta nafas terakhir. dunia berhenti tertawa. aku bukan pahlawan berparas tampan. sayap-sayap pupus terbakar. salah benar semua pernah kulakukan. angkat gelas kita bersulang! walau kalah jangan menyerah! angkat gelas kita bersulang.,sedih,1
243,"menjelang musim panas di pantai . ombak yang menjatuhkan domino. di atas papan berdiri dirimu . balik badan dan melompat. aku ditinggalkan di sini sendirian. di pantai pasir putih. perasaan tidak enak, si putri duyung cinta. padahal sudah lama tidak ke sini. perasaan tidak enak, tapi tetap perhatikanku. suara itu pun tak tersampaikan. dasar sang matahari. di dalam ombak yang bergulung . kau bungkukkan badan dan melewati. dirimu adalah penyihir laut . ikan yang mendapat air. di sinar mentari kurentangkan tanganku. dan berlari mengejar. tak sanggup lagi menunggu, kayuhan dari cintamu. hanya hatiku mulai berenang. tak sanggup lagi menunggu, ingin pergi ke dekatmu. di atas pasir itu aku lemparkan. celana jeans dan kemeja. perasaan tidak enak, si putri duyung cinta. padahal sudah lama tidak ke sini. perasaan tidak enak, tapi tetap perhatikanku. suara itu pun tak tersampaikan. dasar sang matahari.",sedih,1
244,"jika bisa unduh mobil pasti kulakukan. jika mungkin pindah paspor pasti kukerjakan. segerakan, seragamkan, penertiban, kedaulatan. semua yang kau bicarakan tidak lebih dari slogan. tak ada yang butuh figur orang tua sepertimu. jika ada kesempatan takkan lagi mereka memilihmu. kau tahu maka kau perpanjang kuasamu. kau tahu maka kau buat mustahil 'tuk kritikmu. aaaaaaaaaa aku kehabisan kata. aaaaaaaaaaa. semua tahu keadaan tak akan berubah. setiap hari bodoh dan tamakmu semakin parah. kali ini kalimatku tak kurangkai indah. satu lagu kritik lagi, aku sudah jengah. sebelum kau dan kronimu mengamankan kami. sebelum ku dianggap sok jadi pahlawan lagi. mereka yang kau bikin lupa siapa musuh sebenarnya. satu lagu kritik lagi, tak ada gunanya. aaaaaaaaaa aku kehabisan kata. aaaaaaaaaaa. sebelum kau dan kronimu mengamankan kami. sebelum ku dianggap sok jadi pahlawan lagi. sebelum ku dihujat satu negara lagi. sebelum ku dianggap tidak menapak rumput lagi. sebelum kau pura-pura dengarkan kami. sebelum kau gunakan laguku 'tuk konten lagi. tak ingin kukatakan ""sudah kubilang"" lagi. tak ada gunanya satu lagu kritik lagi. aaaaaaaaaa aku kehabisan kata. aaaaaaaaaaa. aaaaaaaaaa aku kehabisan kata. aaaaaaaaaaa.",marah,2
245,andaikan aku bisa. melayang jauh. berteman langit lepas. terkadang kita lupa. dunia ini tidak akan selamanya. menunggu kita. menaklukan ragu beranikan diri. kan kukejar mimpi. dan kuterbang tinggi. tidak ada kata tidak aku pasti bisa. kan kucoba lagi. ditemani pagi. tidak ada yang tidak mungkin. aku pasti bisa. terkadang kita lupa. dunia ini tidak akan selamanya. menunggu kita. menaklukan ragu beranikan diri. kan kukejar mimpi. dan kuterbang tinggi. tidak ada kata tidak aku pasti bisa. kan kucoba lagi. ditemani pagi. tidak ada yang tidak mungkin. aku pasti bisa. kan kukejar mimpi. dan kuterbang tinggi. tidak ada kata tidak aku pasti bisa. kan kucoba lagi. ditemani pagi. tidak ada yang tidak mungkin aku pasti bisa. tidak ada yang tidak mungkin aku pasti bisa. tidak ada yang tidak mungkin aku pasti bisa. aku pasti bisa,bahagia,0
246,yang tak ku katakan. besar ku rasakan. terkesan menahan. menjadi persoalan. harap sabar dulu. karena penting bagiku. menanggung jawabku. atas manis tuturku. menata agar kata sejalan rasa. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. alasan bertahan. tak semata harapan. juga perkataan. tapi semua tindakan. dan menata agar kata sejalan rasa. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. sudah baik kau sampaikan. s'lama ini kau rasakan. dengan tujuan. agar kita tetap sejalan. menata agar kata sejalan rasa. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu.,bahagia,0
247,jika ada yang bilang aku lupa kau. jangan kau dengar. jika ada yang bilang aku tidak setia. jangan kau dengar. banyak cinta yang datang mendekat. aku menolak. semua itu kar nya aku cinta kau. jika ada yang bilang aku tidak baik. jangan kau dengar. jika ada yang bilang aku berubah. jangan kau dengar. banyak cinta yang datang mendekat. aku menolak. semua itu kar nya aku cinta kau. kau. saat kau ingat aku aku ingat kau. saat kau rindu aku juga rasa. aku tahu kau sih lalu ingin denganku. kulakukan yang terbaik yang bisa kulakukan. tuhan yang tahu aku cinta kau. jika kau tidak percaya padaku. sakitnya aku. jika kau lebih dengar mereka. sedih hatiku. banyak cinta yang datang mendekat. aku menolak. semua itu kar nya aku cinta kau. kau. saat kau ingat aku aku ingat kau. saat kau rindu aku juga rasa. aku tahu kau sih lalu ingin denganku. kulakukan yang terbaik yang bisa kulakukan. tuhan yang tahu aku cinta kau. saat kau ingat aku aku ingat kau. saat kau rindu aku juga rasa. aku tahu kau sih lalu ingin denganku. kau tahu aku juga ingin denganmu. aku tahu kau sih lalu ingin denganku. kulakukan yang terbaik yang bisa kulakukan. tuhan yang tahu aku cinta kau. kau mmm,takut,3
248,"si jantung hati lyricsaduhay lah sayang. daun si daun dadap, daun dadap gugurnya malintang. daun si daun dadap, daun dadap gugurnya malintang. gugurnya malintang, basunting kambang malati. gugurnya malintang, basunting kambang malati. aduhay lah sayang. bulan si bulan kadap, bulan kadap basuluh bintang. bulan si bulan kadap, bulan kadap basuluh bintang. basuluh lah bintang, mancari sijantung hati. basuluh lah bintang, mancari sijantung hati.",marah,2
249,"bali aku tinggal sebentar ya. aku mau ke jogjakarta. aku mau nyanyi seperti biasanya. bali aku pergi sebentar ya. pergi dari jalanmu yang mulai macet. mulai nggak nyaman, mulai. bali aku pergi sebentar ya. pergi dari pantaimu yang katanya indah. yang disekelilingnya berdiri hotel megah, wah. bali aku pergi sebentar ya. pergi dari alammu yang katanya asri. asri sebelah sana, eh sebelah sini enggak. esok ku kembali semoga. esok ku kembali semoga pemimpin menambah prestasi. bukannya menambah baliho. esok ku kembali semoga. esok ku kembali semoga. beton tak tumbuh lebih subur daripada pepohonan. uuuiiuuuuu, ,, , uiuu, ,, ,.",marah,2
250,"memetik gitar dan bernyanyi. pada waktu tak bertepi. di atas langit, di bawah tanah. dihembus angin, terseret arus. untuk saudara tercinta. untuk jiwa yang terluka. tengah lagu suaraku hilang. sebab hari semakin bising. hanya bunyi peluru di udara. gantikan denting gitarku. mengoyak paksa nurani. jauhkan jarak pandangku. bibirku bergerak, tetap nyanyikan cinta. walau aku tahu tak terdengar. jariku menari, tetap tak akan berhenti. sampai wajah tak murung lagi. bibirku bergerak, tetap nyanyikan cinta. walau aku tahu tak terdengar. jariku menari, tetap tak akan berhenti. sampai wajah tak murung lagi. amarah sempat dalam dada. namun akalku menerkam. ku bernyayi di matahari. ku petik gitar di rembulan. di balik bening mata air. tak pernah ada air mata. di balik bening mata air. tak pernah ada air mata.",bahagia,0
251,ho o o . ada rahasia. yang tersimpan saat di dekatmu. kadang akumerasa. tidak seindah kisahku yang lalu. meski ragu mengucap kata. kuingin kau tahu. hai kekasihku. bukan berarti ku. tidak bahagia bila bersamamu. di pelukmu itu yang kumau. namun mengapa aku. masih teringat perhatian lebih darinya. ho o o . mungkin kau rasa. yang kurasa tidak harus dirasa. meski ragu mengucap kata. kuingin kau tahu. hai kekasihku. bukan berarti ku. tidak bahagia bila bersamamu. di pelukmu itu yang kumau. namun mengapa aku. masih teringat perhatian lebih darinya. mungkin memang kuragu padamu. maafkanku. hai kekasihku. bukan berarti ku. tidak bahagia bila bersamamu. itu yang kumau. namun mengapa aku. masih teringat perhatian dirinya. bukannya akutidak bahagia. bila bersamamu. di pelukmu itu yang kumau. namun mengapa aku. masih teringat perhatian lebih darinya,sedih,1
252,hidup ini. bagai lukisan. beragam warna. jadi satu. begitu pun kita. manusia. berbeda langkah. namun satu. tujuan. hidup ini. bagai lukisan. beragam warna. jadi satu tujuan. perbedaan. bukan masalah. bersatu dan raih. mimpi. kepakkanlah sayapmu. garudaku. tebarkan api cintamu. terangkanlah mimpimu. indonesiaku. pancaran cahaya hatiku. hidupku. perbedaan. bukan masalah. bersatu dan raih. mimpi. kepakkanlah sayapmu. indonesiaku. pancaran cahaya hatiku. hidupku. kepakkanlah sayapmu. garudaku. tebarkan api cintamu. terangkanlah mimpimu. indonesiaku. pancaran. cahaya hatiku. hidupku.,bahagia,0
253,kosong untuk ulangi. apa yang terjadi. harap 'kan datang lagi. semua yang pernah terlalui. bersama alam. menempuh malam. walau tak pernah ada kesempatan. terjebak dalam. jerat mengikat. namun tekad nyatakan bebas. temukan diri dalam dunia. tak terkira oh ha. semua mati dan menghilang. terlalu pagi. temukan arti. jalan panjang. semakin lapang. hanya dahan kering yang terpanggang. tak ada teman. telah terpencar. namun waktu terus berputar. peduli apa terjadi. terus berlari tak terhenti. untuk raih harapan. di dalam tangis atau tawa. oh ha. temukan diri dalam dunia. tak terkira oh ha. tak berarti tak akan pasti. terlalu gelap. pergilah pulang. tangis atau tawa. oh ha. temukan diri dalam dunia. tak terkira. semua mati dan menghilang. terlalu pagi. temukan arti. terlalu gelap. pergilah pulang.,sedih,1
254,saat aku tenggelam dalam sendu. waktupun enggan untuk berlalu. aku berjanji untuk menutup pintu hatiku. entah untuk siapapun itu. semakin aku lihat masa lalu. semakin hatiku tidak menentu. tetapi satu sinar terangi jiwaku. saat aku melihat senyummu. dan kau hadir merubah segalanya. menjadi lebih indah. kau bawa cintaku setinggi angkasa. membuatku merasa sempurna. dan membuatku utuh untuk menjalani hidup. berdua denganmu selama lamanya. kaulah yang terbaik untukku. kini aku ingin hentikan waktu. bila kau berada di dekatku. bunga cinta bermekaran dalam jiwaku. kan aku petik satu untukmu. dan kau hadir merubah segalanya. menjadi lebih indah. kau bawa cintaku setinggi angkasa. membuatku merasa sempurna. dan membuatku utuh untuk menjalani hidup. berdua denganmu selama lamanya. kaulah yang terbaik untukku. kaulah yang terbaik untukku. aku percayakan seluruh hatiku padamu. kasihku satu janjiku kaulah yang terakhir bagiku. dan kau hadir merubah segalanya. menjadi lebih indah. kau bawa cintaku setinggi angkasa. membuatku merasa sempurna. dan membuatku utuh untuk menjalani hidup. berdua denganmu selama lamanya. kaulah yang terbaik untukku,bahagia,0
255,"keangkuhanku oh diriku, terlalu larut dalam keangkuhan. setiap detik terus melingkari aku. rasuki jiwa dan juga ragaku ini. hari-hari pun telah aku lewati. dengan segala kemunafikan diri. tuhan kumohon. hapus dosaku. oh diriku, terlalu larut dalam keangkuhan. setiap detik terus melingkari aku. rasuki jiwa dan juga ragaku ini. hari-hari pun telah aku lewati. dengan segala kemunafikan diri. tuhan kumohon . yang kian bertambah . tuhan kumohon . yang kian bertambah . keinginanku ini . kuingin mendapatkan hidup di surga. seperti yang engkau janjikan kepada hamba. hamba ciptaanmu. kuingin merasakan hidup abadi. seperti yang engkau janjikan kepada hamba. hamba ciptaanmu. oh tuhanku. maafkan atas kelalaianku ini. ampuni semuanya. oh tuhanku. tolong dan kabulkan keinginan hambamu. lindungi semuanya.",sedih,1
256,dan terjadi lagi. kisah lama yang terulang kembali. kau temukan lagi. dari cinta rumit yang kau jalani. aku ingin kau merasa. kamu mengerti aku mengerti kamu. aku ingin kau sadari. cintamu bukanlah dia. reff . dengar laraku. suara hati ini memanggil namamu. karena separuh aku. dirimu. aku ada di sini. pahamilah kau tidak pernah sendiri. karena aku selalu. di dekatmu saat engkau terjatuh. aku ingin kau merasa. kamu mengerti aku mengerti kamu. aku ingin kau pahami. cintamu bukanlah dia. reff . dengar laraku. suara hati ini memanggil namamu. karena separuh aku. dirimu. dengar laraku. suara hati ini memanggil namamu. karena separuh aku. menyentuh laramu. semua lukamu telah menjadi lirihku. karena separuh aku dirimu,sedih,1
257,mengapa kita ditakdirkan berjumpa. padahal kita takkan mungkin ke sana. ke tujuan sama bertemu di tengahnya. menunggu yang kutahu sia-sia. kupetik bunga mawar warna jingga. hanya semata senyum kau dibuatnya. tak sadarkan durinya terluka di akhirnya. mencinta tanpa tahu akibatnya. di sana kau bahkan tak sesaatpun teringat. ku yang selalu mengingat. di sana ku bukan yang utama. di sana kau terlihat bahagia. kupetik bunga mawar warna jingga. hanya semata senyum kau dibuatnya. tak sadarkan durinya terluka di akhirnya. mencinta tanpa tahu akibatnya. di sana kau bahkan tak sesaatpun teringat. ku yang selalu mengingat. di sana ku bukan yang utama. di sana kau terlihat bahagia. angin bawa pergi air mataku ini. coba kutahan namun tak berhenti. mengalir 'tuk kau yang takkan mengerti.,takut,3
258,"kedap suara, hei, kedap suara. tak dengar yang buruk, kau kedap suara. kedap suara, hei, kedap suara. tak dengar yang buruk, kau kedap suara. kedap suara, hei, kedap suara. tak dengar yang buruk, kau kedap suara. mudah kau percaya hal-hal yang cela. mudah kau gaungkan hal-hal yang hina. susah kau menyaring, tergoda. pertempuranmu di dalam hati. sampai hari berganti, sampai ujung jalan nanti. seumur hidup, sampai kau mati. seumur hidup, sampai kau mati. yang kau dengarkan, yang kau siarkan. kau yang bertuan, kau kendalikan. yang kau bagikan, yang kau sebarkan. kamu yang berpuan, kamu kendalikan. kau gagal, ulangi lagi, memang tak mudah. jadikan dirimu suar tuk hal-hal indah . kedap suara, hei, kedap suara. tak dengar yang buruk, kau kedap suara. jaga alur aliranmu, jaga alur aliranmu. jaga murni frekuensimu, jaga murni frekuensimu. jaga pendar bias suarmu, jaga pendar bias. suarmu. pertempuranmu di dalam hati. pertempuranmu di dalam hati. seumur hidup, sampai kau mati. seumur hidup, sampai kau mati. dan kau tahu ini hal yang berat. saat seisi dunia berlomba. siaran langsung dari perantara belum tentu benar dibagi ke saudara. ku tak ingin dengar rumor di udara walau dianggap tertinggal bagai koper di bandara. dan kau tahu ini hal yang berat, oh. lewat topik ringan yang menjadi beban, obrolan selingan yang harus kau emban. tetaplah bertahan lalu kau bisa mulai mengubah sikap dengan perlahan. yang kau dengarkan, yang kau siarkan . kau yang bertuan, kau kendalikan. yang kau bagikan, yang kau sebarkan . kamu yang berpuan, kamu kendalikan. yang kau dengarkan, yang kau siarkan. kau yang bertuan, kau kendalikan . yang kau bagikan, yang kau sebarkan. kamu yang berpuan, kamu kendalikan. kedap suara, hei, kedap suara. tak dengar yang buruk, kau kedap suara.",takut,3
